CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
21266,Faculdade Estácio De Passos,ESTÁCIO PASSOS,Privada,Não,Não,Não,Faculdade,3147907.0,Passos,MG,Extinta
4773,Faculdade Ibs,IBS,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
24253,Faculdade Invictus,FIRP,Privada,Não,Não,Não,Faculdade,3549805.0,São José Do Rio Preto,SP,Em Atividade
5242,Universidade Estadual De Alagoas - Uneal,UNEAL,Pública,Não,Não,Não,Universidade,2700300.0,Arapiraca,AL,Em Atividade
343,Centro Universitário Newton Paiva Wyden,NEWTON PAIVA WYDEN,Privada,Não,Não,Não,Centro Universitário,3106200.0,Belo Horizonte,MG,Em Atividade
17670,Faculdade De Quixeramobim,UniQ,Privada,Não,Não,Não,Faculdade,2311405.0,Quixeramobim,CE,Em Atividade
83,Universidade Do Vale Do Itajaí,UNIVALI,Privada,Sim,Não,Não,Universidade,4208203.0,Itajaí,SC,Em Atividade
1374,Faculdade De Guarantã Do Norte,UNIFAMA,Privada,Não,Não,Não,Faculdade,5104104.0,Guarantã Do Norte,MT,Em Atividade
1675,Faculdade Metropolitana Da Grande Recife,UNESJ,Privada,Não,Não,Não,Faculdade,2607901.0,Jaboatão Dos Guararapes,PE,Em Atividade
16628,Faculdade Anasps,FANASPS,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
21670,Faculdade Promove De São Paulo,FPSP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
774,Faculdade Alvorada De Informática E Processamento De Dados,FAIPD,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
4371,Faculdade Padre Anchieta De Cajamar,Não informado,Privada,Não,Não,Não,Faculdade,3509205.0,Cajamar,SP,Extinta
32,Universidade Estadual De Ciências Da Saúde De Alagoas - Uncisal,UNCISAL,Pública,Não,Não,Não,Universidade,2704302.0,Maceió,AL,Em Atividade
4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Privada,Não,Não,Não,Centro Universitário,1702109.0,Araguaína,TO,Em Atividade
1,Universidade Federal De Mato Grosso,UFMT,Pública,Não,Não,Não,Universidade,5103403.0,Cuiabá,MT,Em Atividade
19371,Faculdade Adelina Moura - Faadema,FAADEMA,Privada,Não,Não,Não,Faculdade,2102325.0,Buriticupu,MA,Em Atividade
25349,Faculdade Internacional De São Paulo,FISP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
18696,Faculdade Dynamus De Campinas,FADYC,Privada,Não,Não,Não,Faculdade,3509502.0,Campinas,SP,Em Atividade
2413,Centro Universitário Faesf,Unifaesf,Privada,Não,Não,Não,Centro Universitário,2203909.0,Floriano,PI,Em Atividade
19909,Faculdade Ictq/Pge,ICTQ/PGE,Privada,Não,Não,Não,Faculdade,5201108.0,Anápolis,GO,Em Atividade
27052,Faculdade Efan,EFAN,Privada,Não,Não,Não,Faculdade,3144375.0,Natalândia,MG,Em Atividade
24381,Faculdade Georgina,FAGEO,Privada,Não,Não,Não,Faculdade,2302602.0,Camocim,CE,Em Atividade
1927,Ugv Centro Universitário,Não informado,Privada,Não,Não,Não,Centro Universitário,4128203.0,União Da Vitória,PR,Em Atividade
14169,Faculdade Presidente Antônio Carlos De Itambacuri,Não informado,Privada,Não,Não,Não,Faculdade,3132701.0,Itambacuri,MG,Extinta
589,Universidade Federal Rural Do Semi-Árido,UFERSA,Pública,Não,Não,Não,Universidade,2408003.0,Mossoró,RN,Em Atividade
3227,Faculdade De Sistema De Informação,ITPAC,Privada,Não,Não,Não,Faculdade,1702109.0,Araguaína,TO,Extinta
2034,Faculdade De Ciências Contábeis De Araguaína,ITPAC,Privada,Não,Não,Não,Faculdade,1702109.0,Araguaína,TO,Extinta
4020,Faculdade De Tecnologia De Botucatu,FATEC BT,Pública,Não,Não,Não,Faculdade,3507506.0,Botucatu,SP,Em Atividade
5036,"Instituto Federal De Educação, Ciência E Tecnologia Catarinense",IF Catarinense,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",4202404.0,Blumenau,SC,Em Atividade
18462,Faculdade Promove De Curvelo,FACURVELO,Privada,Não,Não,Não,Faculdade,3120904.0,Curvelo,MG,Em Atividade
12620,Faculdade Sete Lagoas,FACSETE,Privada,Não,Não,Não,Faculdade,3167202.0,Sete Lagoas,MG,Em Atividade
1658,Centro Universitário Da Grande Fortaleza,UNIGRANDE,Privada,Não,Não,Não,Centro Universitário,2304400.0,Fortaleza,CE,Em Atividade
5023,Faculdade Santo Augusto,FAISA,Privada,Não,Não,Não,Faculdade,4317806.0,Santo Augusto,RS,Extinta
753,Faculdade De Ciências Humanas Do Sertão Central,FACHUSC,Pública,Não,Não,Não,Faculdade,2612208.0,Salgueiro,PE,Em Atividade
82,Universidade Do Oeste De Santa Catarina,UNOESC,Privada,Sim,Não,Não,Universidade,4209003.0,Joaçaba,SC,Em Atividade
1229,Instituto De Ensino Superior Do Nordeste,IESNE,Privada,Não,Não,Não,Faculdade,2704302.0,Maceió,AL,Extinta
1827,Faculdade Luterana De Teologia,FLT,Privada,Não,Não,Não,Faculdade,4215802.0,São Bento Do Sul,SC,Em Atividade
17744,Faculdade Estácio De Manaus,Estácio Manaus,Privada,Não,Não,Não,Faculdade,1302603.0,Manaus,AM,Extinta
2091,Instituto Superior De Educação Pró-Saber,ISEPS,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Em Atividade
1452,Faculdade Anhanguera De São Luís,FASL,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
21112,Faculdade Xp Educação - Igti,XPE,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
5124,Faculdade Facmil,Não informado,Privada,Não,Não,Não,Faculdade,3549805.0,São José Do Rio Preto,SP,Em Atividade
14148,Faculdade Presidente Antônio Carlos De Mariana,FAPAM,Privada,Não,Não,Não,Faculdade,3140001.0,Mariana,MG,Em Atividade
1092,Faculdades Integradas De Bauru,FIB,Privada,Não,Não,Não,Faculdade,3506003.0,Bauru,SP,Em Atividade
2911,Faculdade Pan Amazônica,FAPAN,Privada,Não,Não,Não,Faculdade,1501402.0,Belém,PA,Em Atividade
19171,Faculdade De Teologia Fortaleza - Fatefor,FATEFOR,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
15059,Universidade Federal Do Oeste Do Pará,UFOPA,Pública,Não,Não,Não,Universidade,1506807.0,Santarém,PA,Em Atividade
4959,Faculdade Anhanguera De Feira De Santana,Não informado,Privada,Não,Não,Não,Faculdade,2910800.0,Feira De Santana,BA,Em Atividade
15769,Faculdade De Tecnologia De Jales,Fatec Jales,Pública,Não,Não,Não,Faculdade,3524808.0,Jales,SP,Em Atividade
4086,Faculdade De Tecnologia Jardim,FATEJ,Privada,Não,Não,Não,Faculdade,3547809.0,Santo André,SP,Em Atividade
3840,Centro Universitário Facvest,UNIFACVEST,Privada,Não,Não,Não,Centro Universitário,4209300.0,Lages,SC,Em Atividade
125,Centro Universitário De Araras -,UNAR,Privada,Não,Não,Não,Centro Universitário,3503307.0,Araras,SP,Em Atividade
3,Universidade Federal De Sergipe,UFS,Pública,Não,Não,Não,Universidade,2806701.0,São Cristóvão,SE,Em Atividade
593,Centro Federal De Educação Tecnológica Celso Suckow Da Fonseca,CEFET/RJ,Pública,Não,Não,Não,Centro Federal de Educação Tecnológica,3304557.0,Rio De Janeiro,RJ,Em Atividade
12410,Instituto Superior Do Ministerio Publico,ISMP,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Em Atividade
24990,Faculdade De Educação Superior De Concórdia Do Para,FACON,Privada,Não,Não,Não,Faculdade,1502756.0,Concórdia Do Pará,PA,Em Atividade
4791,Faculdade De Tecnologia Centec - Cariri,CENTEC,Privada,Não,Não,Não,Faculdade,2307304.0,Juazeiro Do Norte,CE,Em Atividade
29193,Faculdade Fundação Dom Cabral,FDC,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
24463,Faculdade Vitória Em Cristo,FVC,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Em Atividade
1382,Faculdades Est,EST,Privada,Sim,Sim,Não,Faculdade,4318705.0,São Leopoldo,RS,Em Atividade
1727,Faculdade De Cariacica,FAC DE CARIACICA,Privada,Não,Não,Não,Faculdade,3201308.0,Cariacica,ES,Em Atividade
19325,Faculdade Do Centro Oeste Paulista,FACOP,Privada,Não,Não,Não,Faculdade,3539400.0,Piratininga,SP,Em Atividade
15680,Fatec Cruzeiro - Prof. Waldomiro May,Não informado,Pública,Não,Não,Não,Faculdade,3513405.0,Cruzeiro,SP,Em Atividade
1400,Centro Universitário Senai Paraná,UniSENAI/PR,Privada,Não,Não,Não,Centro Universitário,4125506.0,São José Dos Pinhais,PR,Em Atividade
4220,Faculdade De Ciências Gerenciais De Bicas,FCGB,Privada,Não,Não,Não,Faculdade,3106903.0,Bicas,MG,Extinta
5444,"Faculdade De Educação, Tecnologia E Administração De Caarapó",Não informado,Privada,Não,Não,Não,Faculdade,5002407.0,Caarapó,MS,Extinta
17138,Centro Universitário - Católica De Santa Catarina Em Joinville,Católica em Joinvile,Privada,Sim,Não,Não,Centro Universitário,4209102.0,Joinville,SC,Em Atividade
1638,Faculdade Do Amazonas,IAES,Privada,Não,Não,Não,Faculdade,1302603.0,Manaus,AM,Em Atividade
2904,Faculdade Jk - Guará,JK,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
2067,Centro Universitário De Ciências E Empreendedorismo,UNIFACEMP,Privada,Não,Não,Não,Centro Universitário,2928703.0,Santo Antônio De Jesus,BA,Em Atividade
5388,Faculdade Santista - Fasan,Não informado,Privada,Não,Não,Não,Faculdade,3548500.0,Santos,SP,Extinta
21488,Escola De Administração E Negócios,ESAD,Privada,Não,Não,Não,Instituição Especialmente Credenciada para oferta de cursos lato sensu,5300108.0,Brasília,DF,Em Atividade
707,Centro Universitário Central Paulista,UNICEP,Privada,Não,Não,Não,Centro Universitário,3548906.0,São Carlos,SP,Em Atividade
23410,Universidade Estadual Da Região Tocantina Do Maranhão,UEMASUL,Pública,Não,Não,Não,Universidade,2105302.0,Imperatriz,MA,Em Atividade
3228,Faculdade De Administração,ITPAC,Privada,Não,Não,Não,Faculdade,1702109.0,Araguaína,TO,Extinta
21891,Faculdade Do Sertão Do Araripe,FASA,Privada,Não,Não,Não,Faculdade,2615607.0,Trindade,PE,Extinta
1621,Faculdade Network,NWK,Privada,Não,Não,Não,Faculdade,3533403.0,Nova Odessa,SP,Em Atividade
19563,Faculdade Umfg,UMFG,Privada,Não,Não,Não,Faculdade,4105508.0,Cianorte,PR,Em Atividade
19266,Faculdade Pitagoras De Sete Lagoas,Não informado,Privada,Não,Não,Não,Faculdade,3167202.0,Sete Lagoas,MG,Extinta
1322,Centro Universitário Eduvale Uneduvale,Não informado,Privada,Não,Não,Não,Centro Universitário,3504503.0,Avaré,SP,Em Atividade
14869,Faculdade Faipe,Não informado,Privada,Não,Não,Não,Faculdade,5103403.0,Cuiabá,MT,Em Atividade
25776,L2 Labor,L2 LABOR,Privada,Não,Não,Não,Faculdade,2708006.0,Santana Do Ipanema,AL,Em Atividade
18880,Sistema Educacional Corporativo Da Petrobras,Não informado,Privada,Não,Não,Não,Escola de Governo,3304557.0,Rio De Janeiro,RJ,Em Atividade
12758,Faculdade Unesc-Unama,Não informado,Privada,Não,Não,Não,Faculdade,1100205.0,Porto Velho,RO,Em Atividade
22405,Svt Faculdade De Ensino Superior,SVT,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
21344,Faculdade Unicpo,FACULDADE UNICPO,Privada,Não,Não,Não,Faculdade,3557006.0,Votorantim,SP,Em Atividade
145,Faculdade De Ciências Humanas E Sociais,FCHS,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Extinta
2853,Faculdade Pitágoras De Tecnologia De Guarapari,Não informado,Privada,Não,Não,Não,Faculdade,3202405.0,Guarapari,ES,Extinta
321,Faculdade Unidas De Tatui,FDT,Privada,Não,Não,Não,Faculdade,3554003.0,Tatuí,SP,Extinta
1765,Faculdade De José Bonifácio,FJB,Privada,Não,Não,Não,Faculdade,3525706.0,José Bonifácio,SP,Extinta
24457,Faculdade Paraíso Araripina,FAP,Privada,Não,Não,Não,Faculdade,2601102.0,Araripina,PE,Em Atividade
22089,Faculdade Insted,Não informado,Privada,Não,Não,Não,Faculdade,5002704.0,Campo Grande,MS,Em Atividade
22715,Faculdade Pitágoras Unopar De Canindé,Não informado,Privada,Não,Não,Não,Faculdade,2302800.0,Canindé,CE,Em Atividade
1409,Faculdade Do Centro Leste,UCL,Privada,Não,Não,Não,Faculdade,3205002.0,Serra,ES,Em Atividade
2625,Centro Universitário Ufbra,UFBRA,Privada,Não,Não,Não,Centro Universitário,3549904.0,São José Dos Campos,SP,Em Atividade
2409,Centro Universitário Tabosa De Almeida,ASCES-UNITA,Privada,Sim,Não,Não,Centro Universitário,2604106.0,Caruaru,PE,Em Atividade
2341,Faculdade Da Aldeia De Carapicuíba,FALC,Privada,Não,Não,Não,Faculdade,3510609.0,Carapicuíba,SP,Extinta
26860,Faculdade Santa Teresa De Parintins,FSTPIN,Privada,Não,Não,Não,Faculdade,1303403.0,Parintins,AM,Em Atividade
361,Faculdade Paulista De Serviço Social De São Caetano Do Sul,FAPSS,Privada,Não,Não,Não,Faculdade,3548807.0,São Caetano Do Sul,SP,Em Atividade
13034,Faculdade Coram Deo,FACDEO,Privada,Não,Não,Não,Faculdade,3170206.0,Uberlândia,MG,Em Atividade
2935,Centro Universitário Unifacthus,UniFACTHUS,Privada,Não,Não,Não,Centro Universitário,3170107.0,Uberaba,MG,Em Atividade
3972,Centro Superior De Ensino E Pesquisa De Machado,CESEP,Privada,Não,Não,Não,Faculdade,3139003.0,Machado,MG,Em Atividade
23236,Escola Superior São Judas De Guarulhos,Não informado,Privada,Não,Não,Não,Faculdade,3518800.0,Guarulhos,SP,Em Atividade
3643,Faculdades Integradas Do Rio Grande Do Norte - Fanortes,Não informado,Privada,Não,Não,Não,Faculdade,2408102.0,Natal,RN,Extinta
21938,Faculdade Metropolitana De Camaquã,FAMECA,Privada,Não,Não,Não,Faculdade,4303509.0,Camaquã,RS,Extinta
142,Centro Universitário Do Triângulo,UNITRI,Privada,Não,Não,Não,Centro Universitário,3170206.0,Uberlândia,MG,Em Atividade
26880,Faculdade Tecnologica De Caçu,FATEC,Privada,Não,Não,Não,Faculdade,5204300.0,Caçu,GO,Em Atividade
23895,Faculdade Anhanguera De Cachoeiro De Itapemirim,Não informado,Privada,Não,Não,Não,Faculdade,3201209.0,Cachoeiro De Itapemirim,ES,Em Atividade
1723,Strong Business School,Não informado,Privada,Não,Não,Não,Faculdade,3547809.0,Santo André,SP,Em Atividade
3758,Faculdade Unisul De Florianópolis,Não informado,Privada,Não,Não,Não,Faculdade,4205407.0,Florianópolis,SC,Em Atividade
21553,Faculdade Anhanguera De Santo Antônio De Jesus,Não informado,Privada,Não,Não,Não,Faculdade,2928703.0,Santo Antônio De Jesus,BA,Em Atividade
2491,Instituto Superior De Educação Do Cecap,ISCECAP,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
1247,Faculdade De Ciências Contábeis De Nova Andradina - Facinan,FACINAN,Privada,Não,Não,Não,Faculdade,5006200.0,Nova Andradina,MS,Em Atividade
2437,Faculdade Anhanguera De Teixeira De Freitas,Não informado,Privada,Não,Não,Não,Faculdade,2931350.0,Teixeira De Freitas,BA,Em Atividade
4295,Faculdade De Tecnologia Senai Cetind,Não informado,Privada,Não,Não,Não,Faculdade,2919207.0,Lauro De Freitas,BA,Extinta
2772,Instituto Superior De Educação Manhumirim,FACULDADES DOCTUM,Privada,Não,Não,Não,Faculdade,3139508.0,Manhumirim,MG,Extinta
23842,Faculdade Senac Ceara,SENACCE,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
4700,Faculdade Nova Roma,FNR,Privada,Não,Não,Não,Faculdade,2611606.0,Recife,PE,Em Atividade
3989,Faculdade De Tecnologia De João Pessoa,FATEC,Privada,Não,Não,Não,Faculdade,2507507.0,João Pessoa,PB,Extinta
3294,Centro Universitário Faveni,UNIFAVENI,Privada,Não,Não,Não,Centro Universitário,3518800.0,Guarulhos,SP,Em Atividade
2549,Faculdade De Ibiúna,Não informado,Privada,Não,Não,Não,Faculdade,3519709.0,Ibiúna,SP,Extinta
17876,Faculdade Espírito Santo,FAES,Privada,Não,Não,Não,Faculdade,2910727.0,Eunápolis,BA,Em Atividade
25392,Faculdade G8,FG8,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
23733,Faculdade Rio Guaribas,FaRG,Privada,Não,Não,Não,Faculdade,2208007.0,Picos,PI,Em Atividade
2311,Faculdade Kennedy De Minas Gerais - Fkmg,FKMG,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
4590,Faculdade De Tecnologia Fatep,FATEP,Privada,Não,Não,Não,Faculdade,3543907.0,Rio Claro,SP,Extinta
1451,Faculdades Integradas De São Carlos,FADISC,Privada,Não,Não,Não,Faculdade,3548906.0,São Carlos,SP,Extinta
20494,Faculdade Unifamec De Maceió,FAMEC,Privada,Não,Não,Não,Faculdade,2704302.0,Maceió,AL,Extinta
11429,Faculdade Especializada Na Área De Saúde Do Rio Grande Do Sul,FASURGS,Privada,Não,Não,Não,Faculdade,4314100.0,Passo Fundo,RS,Em Atividade
22437,Faculdade Da Amazônia Legal,FAMA,Privada,Não,Não,Não,Faculdade,5103205.0,Colíder,MT,Em Atividade
15687,Faculdade De Tecnologia De Pindamonhangaba,FATEC PI,Pública,Não,Não,Não,Faculdade,3538006.0,Pindamonhangaba,SP,Em Atividade
3964,Faculdade De Tecnologia Padre Anchieta,CETEPA,Privada,Não,Não,Não,Faculdade,3525904.0,Jundiaí,SP,Extinta
4239,Faculdade Nacional De Rio Do Sul,FANRIOS,Privada,Não,Não,Não,Faculdade,4214805.0,Rio Do Sul,SC,Extinta
1500,Faculdade Uniguaçu,FAC UNIGUAÇU,Privada,Não,Não,Não,Faculdade,4125704.0,São Miguel Do Iguaçu,PR,Em Atividade
4148,Faculdade De Tecnologia Senai São José,SENAISC,Privada,Não,Não,Não,Faculdade,4216602.0,São José,SC,Extinta
22128,Faculdade De Ciências Jurídicas De Campina Grande,Não informado,Privada,Não,Não,Não,Faculdade,2504009.0,Campina Grande,PB,Extinta
1650,Faculdade J. Simões Ensino Superior,FABAVI,Privada,Não,Não,Não,Faculdade,3202405.0,Guarapari,ES,Extinta
14213,Faculdade Presidente Antônio Carlos De Setubinha,FUNEES,Privada,Não,Não,Não,Faculdade,3165552.0,Setubinha,MG,Extinta
25275,Universidade Federal Do Agreste De Pernambuco,UFAPE,Pública,Não,Não,Não,Universidade,2606002.0,Garanhuns,PE,Em Atividade
24443,Faculdade Ages De Medicina De Irecê,Faculdade AGES,Privada,Não,Não,Não,Faculdade,2914604.0,Irecê,BA,Em Atividade
15667,Faculdade Unirb - Juazeiro,FACULDADE UNIRB,Privada,Não,Não,Não,Faculdade,2918407.0,Juazeiro,BA,Em Atividade
1086,Faculdade De Educação De Colorado Do Oeste,FAEC,Privada,Não,Não,Não,Faculdade,1100064.0,Colorado Do Oeste,RO,Extinta
12784,Faculdade De Tecnologia Ftec,FTEC Novo Hamburgo,Privada,Não,Não,Não,Faculdade,4313409.0,Novo Hamburgo,RS,Em Atividade
25634,Faculdade Atenas Centro De Mato Grosso,Não informado,Privada,Não,Não,Não,Faculdade,5107925.0,Sorriso,MT,Em Atividade
2488,Faculdade Anglicana De Erechim,FAE,Privada,Não,Não,Não,Faculdade,4307005.0,Erechim,RS,Extinta
22015,Faculdade Municipal De Educação E Meio Ambiente,FAMA,Privada,Não,Não,Não,Faculdade,4105706.0,Clevelândia,PR,Em Atividade
25545,Faculdade Centro-Oeste,FACEO,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Em Atividade
5265,Faculdade Metropolitana São Carlos,Não informado,Privada,Não,Não,Não,Faculdade,3304151.0,Quissamã,RJ,Extinta
22074,Faculdade Metropolitana Norte Riograndense,FAMEN,Privada,Não,Não,Não,Faculdade,2408102.0,Natal,RN,Em Atividade
25458,Faculdade Iepg,IEPG,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Em Atividade
19369,Faculdade Ceam,CEAM,Privada,Não,Não,Não,Faculdade,2611606.0,Recife,PE,Em Atividade
18672,Unama Faculdade Da Amazônia De Macapá,Não informado,Privada,Não,Não,Não,Faculdade,1600303.0,Macapá,AP,Em Atividade
1652,Faculdade De Vitória,Não informado,Privada,Não,Não,Não,Faculdade,3205309.0,Vitória,ES,Em Atividade
3279,"Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais",IFSEMG,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",3136702.0,Juiz De Fora,MG,Em Atividade
1562,Faculdade De Ilha Solteira,FAISA,Privada,Não,Não,Não,Faculdade,3520442.0,Ilha Solteira,SP,Em Atividade
23876,Faculdade Monsenhor Hipolito,FMH,Privada,Não,Não,Não,Faculdade,2208007.0,Picos,PI,Em Atividade
1839,Faculdades Integradas De Várzea Grande,FIAVEC,Privada,Não,Não,Não,Faculdade,5108402.0,Várzea Grande,MT,Extinta
22684,Faculdade Unicentral,Não informado,Privada,Não,Não,Não,Faculdade,5102678.0,Campo Verde,MT,Em Atividade
874,Faculdade De Estudos Sociais Aplicados De Viana,FESAV,Privada,Não,Não,Não,Faculdade,3205101.0,Viana,ES,Extinta
944,Escola Superior De Propaganda E Marketing Do Rio De Janeiro,ESPM,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Em Atividade
2477,Faculdade De Administração De Mariana,FAMA,Privada,Não,Não,Não,Faculdade,3140001.0,Mariana,MG,Em Atividade
25763,Faculdade Leonardo Da Vinci De Belo Horizonte,Não informado,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
18051,Faculdades De Ciências E Tecnologia Do Nordeste Ltda,FACINE,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
12136,Faculdade De Tecnologia Do Rio De Janeiro,FATERJ,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Extinta
5473,Faculdade De Ciências E Tecnologia Da Bahia,FACITE,Privada,Não,Não,Não,Faculdade,2928109.0,Santa Maria Da Vitória,BA,Em Atividade
